ID,Poem Content,Label
107,匹马行将久，征途去转难。不知边地别，只讶客衣单。溪冷泉声苦，山空木叶干。莫言关塞极，云雪尚漫漫。古镇青山口，寒风落日时。岩峦鸟不过，冰雪马堪迟。出塞应无策，还家赖有期。东山足松桂，归去结茅茨。登顿驱征骑，栖迟愧宝刀。远行今若此，微禄果徒劳。绝坂水连下，群峰云共高。自堪成白首，何事一青袍。,3
108,长道县和元彦修梅词。彦修，钱塘人，名时敏。坐张天觉党，自户部员外郎谪监长道之白石镇。一朵江梅春带雪。玉软云娇，姑射肌肤洁。照影凌波微步怯。暗香浮动黄昏月。谩道广平心似铁。词赋风流，不尽愁千结。望断江南音信绝。陇头行客空情切。,6
109,万里流沙道，西征过北门。但添新战骨，不返旧征魂。楼角临风迥，城阴带水昏。传声看驿使，送节向河源。,3
110,呜轧江楼角一声，微阳潋潋落寒汀。不用凭栏苦回首，故乡七十五长亭。,2
111,巢父将许由，未闻买山隐。道存迹自高，何惮去人近。纷吾下兹岭，地闲喧亦泯。门横群岫开，水凿众泉引。屏高而在云，窦深莫能准。川光昼昏凝，林气夕凄紧。于焉摘朱果，兼得养玄牝。坐月观宝书，拂霜弄瑶轸。倾壶事幽酌，顾影还独尽。念君风尘游，傲尔令自哂。,4
112,西蜀樱桃也自红，野人相赠满筠笼。数回细写愁仍破，万颗匀圆讶许同。忆昨赐沾门下省，退朝擎出大明宫。金盘玉箸无消息，此日尝新任转蓬。,6
113,晨起动征铎，客行悲故乡。鸡声茅店月，人迹板桥霜。槲叶落山路，枳花明驿墙。因思杜陵梦，凫雁满回塘。,2
114,苍茫沙嘴鹭鸶眠，片水无痕浸碧天。最爱芦花经雨后，一蓬烟火饭鱼船。,6
115,昭华夜醮连清曙。金殿霓旌笼瑞雾。九枝擎烛灿繁星，百和焚香抽翠缕。香罗荐地延真驭。万乘凝旒听秘语。卜年无用考灵龟，从此乾坤齐历数。,5
116,江南月，清夜满西楼。云落开时冰吐鉴，浪花深处玉沉钩。圆缺几时休。星汉迥，风露入新秋。丹桂不知摇落恨，素娥应信别离愁。天上共悠悠。,6
117,夜来沉醉卸妆迟，梅萼插残枝。酒醒熏破春睡，梦远不成归。人悄悄，月依依，翠帘垂。更挼残蕊，更捻余香，更得些时。,0
118,千形万象竟还空，映水藏山片复重。无限旱苗枯欲尽，悠悠闲处作奇峰。,6
119,无数春笋满林生，柴门密掩断行人。会须上番看成竹，客至从嗔不出迎。,6
120,霸越亡吴计已行，论功何物赏倾城？西施亦有弓藏惧，不独鸱夷变姓名。,5
121,昔者楚襄王与宋玉游于云梦之台，望高之观，其上独有云气，崪兮直上，忽兮改容，须臾之间，变化无穷。王问玉曰：“此何气也？”玉对曰：“所谓朝云者也。”王曰：“何谓朝云？”玉曰：“昔者先王尝游高唐，怠而昼寝，梦见一妇人曰：‘妾，巫山之女也。为高唐之客。闻君游高唐，愿荐枕席。’王因幸之。去而辞曰：‘妾在巫山之阳，高丘之阻，旦为朝云，暮为行雨。朝朝暮暮，阳台之下。’旦朝视之，如言。故为立庙，号曰朝云。”王曰：“朝云始楚，状若何也？”玉对曰：“其始楚也，榯兮若松榯；其少进也，晰兮若姣姬，扬衭鄣日，而望所思。忽兮改容，偈兮若驾驷马，建羽旗。湫兮如风，凄兮如雨。风止雨霁，云无所处。”王曰：“寡人方今可以游乎？”玉曰：“可。”王曰：“其何如矣？”玉曰：“高矣显矣，临望远矣。广矣普矣，万物祖矣。上属于天，下见于渊，珍怪奇伟，不可称论。”王曰：“试为寡人赋之！”玉曰：“唯唯！”惟高唐之大体兮，殊无物类之可仪比。巫山赫其无畴兮，道互折而曾累。登巉巗而下望兮，临大阺之稸水。遇天雨之新霁兮，观百谷之俱集。濞汹汹其无声兮，溃淡淡而并入。滂洋洋而四施兮，蓊湛湛而弗上。长风至而波起兮，若丽山之孤亩。势薄岸而相击兮，隘交引而却会。崪中怒而特高兮，若浮海而望碣石。砾磥磥而相摩兮，巆震天之礚礚。巨石溺溺之瀺灂兮，沫潼潼而高厉，水澹澹而盘纡兮，洪波淫淫之溶。奔扬踊而相击兮，云兴声之霈霈。猛兽惊而跳骇兮，妄奔走而驰迈。虎豹豺兕，失气恐喙；雕鹗鹰鹞，飞扬伏窜。股战胁息，安敢妄挚。于是水虫尽暴，乘渚之阳，鼋鼍鱣鮪，交积纵横。振鳞奋翼，蜲蜲蜿蜿。中阪遥望，玄木冬荣，煌煌荧荧，夺人目精。爛兮若列星，曾不可殚形。榛林郁盛，葩华覆盖；双椅垂房，纠枝还会。徙靡澹淡，随波闇蔼；东西施翼，猗狔丰沛。绿叶紫裹，丹茎白蒂。纤条悲鸣；声似竽籁；清浊相和，五变四会。感心动耳，回肠伤气；孤子寡妇，寒心酸鼻。长吏隳官，贤士失志；愁思无已，叹息垂泪。登高远望，使人心瘁；盘岸巑，裖陈皑皑。磐石险峻，倾崎崖。巌岖参差，纵横相追。陬互横啎，背穴偃蹠。交加累积，重叠增益。状若砾柱，杂巫山下；仰视山巅，肃何千千。炫燿虹蜺，俯视峥嵘，窐寥窈冥，不见其底，虚闻松声。倾岸洋洋，立而熊经，久而不去，足尽汗出。悠悠忽忽，怊怅自失。使人心动，无故自恐。賁育之断，不能为勇。卒愕异物，不知所出。纵纵莘莘，若生于鬼，若出于神。状似走兽，或象飞禽。谲诡奇伟，不可究陈。上至观侧，地盖底平。箕踵漫衍，芳草罗生。秋兰茝蕙，江离载青。青荃射干，揭车苞并。薄草靡靡，聮延夭夭，越香掩掩；众雀嗷嗷，雌雄相失，哀鸣相号。王鴡鸝黄，正冥楚鸠。秭归思妇，垂鸡高巢。其鸣喈喈，当年遨游。更唱迭和，赴曲随流。有方之士，羡门高谿。上成郁林，公乐聚榖。进纯牺，祷琁室。醮诸神，礼太一。传祝已具，言辞已毕。王乃乘玉舆，驷仓螭，垂旒旌；旆合谐。紬大絃而雅声流，冽风过而增悲哀。于是调讴，令人惏悽，胁息曾。于是乃纵猎者，基趾如星，传言羽猎；衔枚无声，弓弩不发，罘不倾。涉莽莽，驰苹苹。飞鸟未及起，走兽未及发。何节奄忽，蹄足灑血。举功先得，获车已实。王将欲往见，必先斋戒。差时择日，简舆玄服。建云旆，蜺为旌，翠为盖。风起云止，千里而逝。盖发蒙，往自会，思万方，忧国害，开贤圣，辅不逮，九窍通郁，精神察滞。延年益寿千万岁。,0
122,几共查梨到雪霜，一经题品便生光，木奴何处避雌黄。北客有来初未识，南金无价喜新尝，含滋嚼句齿牙香。,6
123,下嫁戎庭远，和亲汉礼优。笳声出虏塞，箫曲背秦楼。贵主悲黄鹤，征人怨紫骝。皇情眷亿兆，割念俯怀柔。,1
124,马趁香微路远，沙笼月淡烟斜。渡波清彻映妍华。倒绿枝寒凤挂。挂凤寒枝绿倒，华妍映彻清波。渡斜烟淡月笼沙。远路微香趁马。,6
125,五十年功如电扫，华清花柳咸阳草。五坊供奉斗鸡儿，酒肉堆中不知老。胡兵忽自天上来，逆胡亦是奸雄才。勤政楼前走胡马，珠翠踏尽香尘埃。何为出战辄披靡，传置荔枝多马死。尧功舜德本如天，安用区区纪文字。著碑铭德真陋哉，乃令神鬼磨山崖。子仪光弼不自猜，天心悔稿人心开。夏商有鉴当深戒，简策汗青今具在。君不见当时张说最多机，虽生已被姚崇卖。君不见惊人废兴传天宝，中兴碑上今生草。不知负国有奸雄，但说成功尊国老。谁令妃子天上来，虢秦韩国皆天才。花桑羯鼓玉方响，春风不敢生尘埃。姓名谁复知安史，健儿猛将安眠死。去天尺五抱瓮峰，峰头凿出开元字。时移势去真可哀，奸人心丑深如崖。西蜀万里尚能反，南内一闭何时开。可怜孝德如天大，反使将军称好在。呜呼，奴辈乃不能道辅国用事张后专，乃能念春荠长安作斤卖。,5
126,蝴蝶儿，晚春时。阿娇初著淡黄衣，倚窗学画伊。还似花间见，双双对对飞。无端和泪拭胭脂，惹教双翅垂。,0
127,匝路亭亭艳，非时裛裛香。素娥惟与月，青女不饶霜。赠远虚盈手，伤离适断肠。为谁成早秀，不待作年芳。,6
128,铜铸金镛振纪纲，声传海外播戎羌。马援自是功劳大，铁笛无烦说子房。,5
129,游都邑以永久，无明略以佐时。徒临川以羡鱼，俟河清乎未期。感蔡子之慷慨，从唐生以决疑。谅天道之微昧，追渔父以同嬉。超埃尘以遐逝，与世事乎长辞。于是仲春令月，时和气清；原隰郁茂，百草滋荣。王雎鼓翼，鸧鹒哀鸣；交颈颉颃，关关嘤嘤。于焉逍遥，聊以娱情。尔乃龙吟方泽，虎啸山丘。仰飞纤缴，俯钓长流。触矢而毙，贪饵吞钩。落云间之逸禽，悬渊沉之鲨鰡。于时曜灵俄景，继以望舒。极般游之至乐，虽日夕而忘劬。感老氏之遗诫，将回驾乎蓬庐。弹五弦之妙指，咏周、孔之图书。挥翰墨以奋藻，陈三皇之轨模。苟纵心于物外，安知荣辱之所如。,4
130,雪残风信，悠扬春消息。天涯倚楼新恨，杨柳几丝碧。还是南云雁少，锦字无端的。宝钗瑶席。彩弦声里，拚作尊前未归客。遥想疏梅此际，月底香英白。别后谁绕前溪，手拣繁枝摘。莫道伤高恨远，付与临风笛。尽堪愁寂。花时往事，更有多情个人忆。,1
131,知君书记本翩翩，为许从戎赴朔边。红粉楼中应计日，燕支山下莫经年。,1
132,故交吾未测，薄宦空年岁。晚节踪曩贤，雄词冠当世。堂中皆食客，门外多酒债。产业曾未言，衣裘与人敝。飘飖戎幕下，出入关山际。转战轻壮心，立谈有边计。云沙自回合，天海空迢递。星高汉将骄，月盛胡兵锐。沙深冷陉断，雪暗辽阳闭。亦谓扫欃枪，旋惊陷蜂虿。归旌告东捷，斗骑传西败。遥飞绝汉书，已筑长安第。画龙俱在叶，宠鹤先居卫。勿辞部曲勋，不藉将军势。相逢季冬月，怅望穷海裔。折剑留赠人，严装遂云迈。我行将悠缅，及此还羁滞。曾非济代谋，且有临深诫。随波混清浊，与物同丑丽。眇忆青岩栖，宁忘褐衣拜。自言爱水石，本欲亲兰蕙。何意薄松筠，翻然重菅蒯。恒深取与分，孰慢平生契。款曲鸡黍期，酸辛别离袂。逢时愧名节，遇坎悲沦替。适赵非解纷，游燕往无说。浩歌方振荡，逸翮思凌励。倏若异鹏抟，吾当学蝉蜕。,1
133,狂花顷刻香，晚蝶缠绵意。天与短因缘，聚散常容易。传唱入离声，恼乱双蛾翠。游子不堪闻，正是衷肠事。,1
134,芳草长川，柳映危桥桥下路。归鸿飞，行人去，碧山边。风微烟淡雨萧然，隔岸马嘶何处？九回肠，双脸泪，夕阳天。,1
135,山近觉寒早，草堂霜气晴。树凋窗有日，池满水无声。果落见猿过，叶干闻鹿行。素琴机虑静，空伴夜泉清。,4
136,梅子金黄杏子肥，麦花雪白菜花稀。日长篱落无人过，惟有蜻蜓蛱蝶飞。五月江吴麦秀寒，移秧披絮尚衣单。稻根科斗行如块，田水今年一尺宽。二麦俱秋斗百钱，田家唤作小丰年。饼炉饭甑无饥色，接到西风熟稻天。百沸缲汤雪涌波，缲车嘈囋雨鸣蓑。桑姑盆手交相贺，绵茧无多丝茧多。小妇连宵上绢机，大耆催税急於飞。今年幸甚蚕桑熟，留得黄丝织夏衣。下田戽水出江流，高垄翻江逆上沟；地势不齐人力尽，丁男长在踏车头。昼出耘田夜绩麻，村庄儿女各当家。童孙未解供耕织，也傍桑阴学种瓜。槐叶初匀日气凉，葱葱鼠耳翠成双。三公只得三株看，闲客清阴满北窗。黄尘行客汗如浆，少住侬家漱井香；借与门前磐石坐，柳阴亭午正风凉。千顷芙蕖放棹嬉，花深迷路晚忘归。家人暗识船行处，时有惊忙小鸭飞。采菱辛苦废犁鉏，血指流丹鬼质枯。无力买田聊种水，近来湖面亦收租。蜩螗千万沸斜阳，蛙黾无边聒夜长。不把痴聋相对治，梦魂争得到藜床？,4
137,写旧游，换新愁，玉箫寒酒醒江上楼。黄鹤矶头，白鹭汀洲，烟水共悠悠。人何在七国春秋，浪淘尽千古风流。隋堤犹翠柳，汉土自鸿沟。休！来往愧沙鸥。,5
138,绮閤飘香下太湖，乱兵侵晓上姑苏。越王大有堪羞处，只把西施赚得吴。郑妲无言下玉墀，夜来飞箭满罘罳。越王定指高台笑，却见当时金镂楣。半夜娃宫作战场，血腥犹杂宴时香。西施不及烧残蜡，犹为君王泣数行。素袜虽遮未掩羞，越兵犹怕伍员头。吴王恨魄今如在，只合西施濑上游。响屟廊中金玉步，采蘋山上绮罗身。不知水葬今何处，溪月弯弯欲效颦。,5
139,云旗庙貌拜行人，功罪千秋问鬼神。剑舞鸿门能赦汉，船沉巨鹿竟亡秦。范增一去无谋主，韩信原来是逐臣。江上楚歌最哀怨，招魂不独为灵均。,5
140,春山无伴独相求，伐木丁丁山更幽。涧道馀寒历冰雪，石门斜日到林丘。不贪夜识金银气，远害朝看麋鹿游。乘兴杳然迷出处，对君疑是泛虚舟。之子时相见，邀人晚兴留。霁潭鳣发发，春草鹿呦呦。杜酒偏劳劝，张梨不外求。前村山路险，归醉每无愁。,4
141,先君怀圣德，灵庙肃神心。草合人踪断，尘浓鸟迹深。流沙丹灶灭，关路紫烟沉。独伤千载后，空余松柏林。,5
142,海燕岁微渺，乘春亦暂来。岂知泥滓贱，只见玉堂开。绣户时双入，华堂日几回。无心与物竞，鹰隼莫相猜。,6
143,春已老，春服几时成。曲水浪低蕉叶稳，舞雩风软纻罗轻。酣咏乐升平。微雨过，何处不催耕。百舌无言桃李尽，柘林深处鹁鸪鸣。春色属芜菁。,4
144,昆仑使者无消息，茂陵烟树生愁色。金盘玉露自淋漓，元气茫茫收不得。麒麟背上石文裂，虬龙鳞下红枝折。何处偏伤万国心，中天夜久高明月。,5
145,危楼樽酒赋蒹葭，南望潇湘水一涯。云麓半涵青海雾，岸枫遥映赤城霞。双飞日月驱神骏，半缺河山待女娲。学就屠龙空束手，剑锋腾踏绕霜花。,5
146,巴子城头青草暮，巴山重叠相逢处。燕子占巢花脱树。杯且举，瞿塘水阔舟难渡。天外吴门清霅路。君家正在吴门住。赠我柳枝情几许。春满缕，为君将入江南去。,1
